date,year,doy,plot,lai,se
1998-05-13,1998,133,C1,1.8,0.11
1998-05-13,1998,133,D1,1.68,0.05
1998-05-13,1998,133,D2,1.72,0.03
1998-05-13,1998,133,C2,1.65,0.03
1998-05-13,1998,133,B2,1.62,0.06
1998-05-13,1998,133,A2,1.45,0.04
1998-05-13,1998,133,A3,1.77,0.12
1998-05-13,1998,133,B3,1.76,0.07
1998-05-13,1998,133,C3,2.18,0.07
1998-05-13,1998,133,D3,1.62,0.05
1998-05-13,1998,133,C4,2.78,0.05
1998-05-13,1998,133,D4,1.91,0.13
1998-05-13,1998,133,D5,1.82,0.05
1998-05-13,1998,133,C5,1.77,0.07
1998-05-13,1998,133,B5,1.69,0.05
1998-05-13,1998,133,B4,1.87,0.07
1998-05-13,1998,133,A4,2.02,0.06
1998-05-13,1998,133,A5,2.24,0.03
1998-05-18,1998,138,E1,2.88,0.09
1998-05-18,1998,138,H1,4.04,0.24
1998-05-18,1998,138,F1,3.47,0.13
1998-05-18,1998,138,G1,3.49,0.05
1998-05-18,1998,138,G2,4.84,0.11
1998-05-18,1998,138,H2,4.81,0.03
1998-05-18,1998,138,H3,1.49,0.07
1998-05-18,1998,138,H4,0.55,0.03
1998-05-18,1998,138,H5,4.64,0.06
1998-05-18,1998,138,G5,3.83,0.35
1998-05-18,1998,138,G4,1.79,0.3
1998-05-18,1998,138,G3,1.56,0.03
1998-05-18,1998,138,E2,2.9,0.04
1998-05-18,1998,138,E3,2.62,0.07
1998-05-18,1998,138,E4,3.6,0.05
1998-05-18,1998,138,E5,4.78,0.12
1998-05-18,1998,138,F5,3.69,0.26
1998-05-18,1998,138,F4,3.13,0.07
1998-05-18,1998,138,F3,3.57,0.18
1998-05-18,1998,138,F2,3.94,0.12
1998-05-18,1998,138,A1,2.53,0.06
1998-05-18,1998,138,B1,2.58,0.17
1998-05-18,1998,138,C1,2.92,0.15
1998-05-18,1998,138,D1,2.33,0.03
1998-05-18,1998,138,D2,2.84,0.05
1998-05-18,1998,138,C2,2.58,0.04
1998-05-18,1998,138,B2,2.59,0.09
1998-05-18,1998,138,A2,2.41,0.04
1998-05-18,1998,138,A3,2.84,0.1
1998-05-18,1998,138,B3,2.84,0.08
1998-05-18,1998,138,C3,3.18,0.06
1998-05-18,1998,138,D3,2.66,0.03
1998-05-18,1998,138,C4,3.55,0.11
1998-05-18,1998,138,D4,2.46,0.22
1998-05-18,1998,138,D5,2.82,0.07
1998-05-18,1998,138,C5,2.9,0.09
1998-05-18,1998,138,B5,2.52,0.05
1998-05-18,1998,138,B4,2.97,0.09
1998-05-18,1998,138,A4,2.85,0.14
1998-05-18,1998,138,A5,2.98,0.05
1998-05-28,1998,148,E1,3.61,0.13
1998-05-28,1998,148,H1,4.26,0.19
1998-05-28,1998,148,F1,4.12,0.07
1998-05-28,1998,148,G1,3.54,0.06
1998-05-28,1998,148,G2,5.35,0.08
1998-05-28,1998,148,H2,5.1,0.02
1998-05-28,1998,148,H3,1.81,0.1
1998-05-28,1998,148,H4,0.61,0.06
1998-05-28,1998,148,H5,5.27,0.07
1998-05-28,1998,148,G5,4.39,0.31
1998-05-28,1998,148,G4,2.09,0.37
1998-05-28,1998,148,G3,1.85,0.15
1998-05-28,1998,148,F2,4.74,0.13
1998-05-28,1998,148,F3,4.69,0.18
1998-05-28,1998,148,F4,3.77,0.08
1998-05-28,1998,148,F5,4.57,0.27
1998-05-28,1998,148,E5,5.14,0.13
1998-05-28,1998,148,E4,4.34,0.05
1998-05-28,1998,148,E3,3.3,0.09
1998-05-28,1998,148,E2,3.6,0.05
1998-05-28,1998,148,A1,3.27,0.06
1998-05-28,1998,148,B1,3.12,0.27
1998-05-28,1998,148,C1,3.82,0.19
1998-05-28,1998,148,D1,3.07,0.04
1998-05-28,1998,148,C2,3.34,0.04
1998-05-28,1998,148,D2,3.69,0.07
1998-05-28,1998,148,B2,3.46,0.11
1998-05-28,1998,148,A2,3.03,0.04
1998-05-28,1998,148,A3,3.45,0.12
1998-05-28,1998,148,B3,3.66,0.17
1998-05-28,1998,148,C3,3.96,0.1
1998-05-28,1998,148,D3,3.37,0.04
1998-05-28,1998,148,C4,3.97,0.19
1998-05-28,1998,148,D4,3.44,0.21
1998-05-28,1998,148,D5,3.14,0.06
1998-05-28,1998,148,C5,3.36,0.1
1998-05-28,1998,148,B5,2.92,0.11
1998-05-28,1998,148,B4,3.27,0.11
1998-05-28,1998,148,A4,3.07,0.1
1998-05-28,1998,148,A5,3.45,0.07
1998-06-09,1998,160,E1,3.49,0.25
1998-06-09,1998,160,H1,4.47,0.33
1998-06-09,1998,160,F1,3.99,0.13
1998-06-09,1998,160,G1,3.62,0.07
1998-06-09,1998,160,G2,5.5,0.11
1998-06-09,1998,160,H2,5.18,0.02
1998-06-09,1998,160,H3,1.99,0.13
1998-06-09,1998,160,H4,0.79,0.07
1998-06-09,1998,160,H5,5.31,0.05
1998-06-09,1998,160,G5,4.69,0.41
1998-06-09,1998,160,G4,2.46,0.41
1998-06-09,1998,160,G3,2.44,0.08
1998-06-09,1998,160,F2,4.7,0.14
1998-06-09,1998,160,F3,4.7,0.23
1998-06-09,1998,160,F4,3.64,0.07
1998-06-09,1998,160,F5,3.82,0.33
1998-06-09,1998,160,E5,4.71,0.17
1998-06-09,1998,160,E4,4.4,0.03
1998-06-09,1998,160,E3,3.26,0.09
1998-06-09,1998,160,E2,3.37,0.09
1998-06-09,1998,160,A1,3.12,0.14
1998-06-09,1998,160,B1,3.39,0.21
1998-06-09,1998,160,C1,3.67,0.28
1998-06-09,1998,160,D1,2.99,0.15
1998-06-09,1998,160,D2,3.64,0.17
1998-06-09,1998,160,C2,3.35,0.07
1998-06-09,1998,160,B2,3.95,0.12
1998-06-09,1998,160,A2,3.17,0.09
1998-06-09,1998,160,A3,3.93,0.1
1998-06-09,1998,160,B3,3.3,0.12
1998-06-09,1998,160,C3,3.82,0.08
1998-06-09,1998,160,D3,3.74,0.09
1998-06-09,1998,160,C4,4.56,0.06
1998-06-09,1998,160,D4,3.78,0.27
1998-06-09,1998,160,D5,3.23,0.03
1998-06-09,1998,160,C5,3.44,0.22
1998-06-09,1998,160,B5,3.46,0.06
1998-06-09,1998,160,B4,3.5,0.09
1998-06-09,1998,160,A4,3.5,0.07
1998-06-09,1998,160,A5,3.8,0.07
1998-07-08,1998,189,E1,3.96,0.17
1998-07-08,1998,189,H1,4.83,0.19
1998-07-08,1998,189,F1,4.45,0.11
1998-07-08,1998,189,G1,3.72,0.09
1998-07-08,1998,189,G2,5.6,0.11
1998-07-08,1998,189,H2,5.34,0.04
1998-07-08,1998,189,H3,2.36,0.24
1998-07-08,1998,189,H4,0.88,0.1
1998-07-08,1998,189,H5,5.79,0.09
1998-07-08,1998,189,G5,4.87,0.3
1998-07-08,1998,189,G4,2.72,0.43
1998-07-08,1998,189,G3,2.28,0.07
1998-07-08,1998,189,F2,4.94,0.16
1998-07-08,1998,189,F3,4.67,0.3
1998-07-08,1998,189,F4,3.94,0.09
1998-07-08,1998,189,F5,4.63,0.23
1998-07-08,1998,189,E5,5.33,0.13
1998-07-08,1998,189,E4,4.41,0.03
1998-07-08,1998,189,E3,3.36,0.07
1998-07-08,1998,189,E2,3.65,0.1
1998-07-08,1998,189,A1,3.14,0.16
1998-07-08,1998,189,B1,2.88,0.25
1998-07-08,1998,189,C1,3.93,0.25
1998-07-08,1998,189,D1,3.23,0.05
1998-07-08,1998,189,D2,3.74,0.08
1998-07-08,1998,189,C2,3.58,0.04
1998-07-08,1998,189,B2,3.79,0.16
1998-07-08,1998,189,A2,3.35,0.09
1998-07-08,1998,189,A3,3.61,0.14
1998-07-08,1998,189,B3,3.85,0.13
1998-07-08,1998,189,C3,4.2,0.11
1998-07-08,1998,189,D3,3.42,0.06
1998-07-08,1998,189,C4,4.76,0.07
1998-07-08,1998,189,D4,4.03,0.25
1998-07-08,1998,189,D5,3.76,0.05
1998-07-08,1998,189,C5,3.73,0.21
1998-07-08,1998,189,B5,3.74,0.1
1998-07-08,1998,189,B4,3.72,0.13
1998-07-08,1998,189,A4,3.58,0.08
1998-07-08,1998,189,A5,4.05,0.05
1998-08-19,1998,231,E1,4.09,0.13
1998-08-19,1998,231,H1,4.95,0.23
1998-08-19,1998,231,F1,4.51,0.09
1998-08-19,1998,231,G1,3.85,0.04
1998-08-19,1998,231,E2,3.7,0.07
1998-08-19,1998,231,F2,4.96,0.11
1998-08-19,1998,231,G2,5.83,0.09
1998-08-19,1998,231,H2,5.38,0.03
1998-08-19,1998,231,H3,1.96,0.2
1998-08-19,1998,231,H4,0.77,0.09
1998-08-19,1998,231,H5,5.71,0.06
1998-08-19,1998,231,G5,5.11,0.37
1998-08-19,1998,231,G4,2.46,0.37
1998-08-19,1998,231,G3,2.2,0.07
1998-08-19,1998,231,F3,4.78,0.15
1998-08-19,1998,231,F4,3.89,0.11
1998-08-19,1998,231,F5,4.5,0.12
1998-08-19,1998,231,E5,5.67,0.16
1998-08-19,1998,231,E4,4.46,0.05
1998-08-19,1998,231,E3,3.27,0.04
1998-08-19,1998,231,A1,3.3,0.09
1998-08-19,1998,231,B1,3.38,0.2
1998-08-19,1998,231,C1,4.03,0.13
1998-08-19,1998,231,D1,3.47,0.05
1998-08-19,1998,231,D2,3.89,0.08
1998-08-19,1998,231,C2,3.93,0.06
1998-08-19,1998,231,B2,3.61,0.1
1998-08-19,1998,231,A2,3.18,0.05
1998-08-19,1998,231,A3,3.63,0.09
1998-08-19,1998,231,B3,3.75,0.04
1998-08-19,1998,231,C3,4.23,0.06
1998-08-19,1998,231,D3,3.75,0.08
1998-08-19,1998,231,C4,4.64,0.07
1998-08-19,1998,231,D4,4.02,0.29
1998-08-19,1998,231,D5,3.9,0.06
1998-08-19,1998,231,C5,3.84,0.17
1998-08-19,1998,231,B5,3.56,0.07
1998-08-19,1998,231,B4,3.88,0.05
1998-08-19,1998,231,A4,3.75,0.09
1998-08-19,1998,231,A5,3.98,0.08
1998-10-02,1998,275,E1,3.36,0.12
1998-10-02,1998,275,H1,4.18,0.21
1998-10-02,1998,275,F1,3.94,0.08
1998-10-02,1998,275,G1,3.39,0.05
1998-10-02,1998,275,H2,4.94,0.02
1998-10-02,1998,275,G2,5.01,0.1
1998-10-02,1998,275,F2,4.07,0.14
1998-10-02,1998,275,H3,1.56,0.11
1998-10-02,1998,275,H4,0.45,0.05
1998-10-02,1998,275,H5,4.94,0.06
1998-10-02,1998,275,G5,4.13,0.31
1998-10-02,1998,275,G4,1.81,0.28
1998-10-02,1998,275,G3,1.77,0.05
1998-10-02,1998,275,F3,3.34,0.2
1998-10-02,1998,275,F4,3.85,0.05
1998-10-02,1998,275,F5,4,0.24
1998-10-02,1998,275,E5,5.01,0.12
1998-10-02,1998,275,E4,4.16,0.05
1998-10-02,1998,275,E3,2.71,0.04
1998-10-02,1998,275,E2,2.9,0.04
1998-10-02,1998,275,A1,2.9,0.05
1998-10-02,1998,275,B1,2.98,0.1
1998-10-02,1998,275,C1,3.3,0.14
1998-10-02,1998,275,D1,2.77,0.04
1998-10-02,1998,275,D2,3.36,0.04
1998-10-02,1998,275,C2,2.83,0.06
1998-10-02,1998,275,B2,3.26,0.09
1998-10-02,1998,275,A2,2.75,0.07
1998-10-02,1998,275,A3,2.66,0.07
1998-10-02,1998,275,B3,3.19,0.09
1998-10-02,1998,275,C3,3.49,0.07
1998-10-02,1998,275,D3,2.93,0.08
1998-10-02,1998,275,C4,4.15,0.02
1998-10-02,1998,275,B4,2.93,0.06
1998-10-02,1998,275,A4,3.13,0.08
1998-10-02,1998,275,A5,2.99,0.03
1998-10-02,1998,275,B5,2.83,0.03
1998-10-02,1998,275,C5,3.01,0.17
1998-10-02,1998,275,D5,3.22,0.15
1998-10-02,1998,275,D4,2.8,0.18
1998-10-09,1998,282,E1,2.88,0.05
1998-10-09,1998,282,H1,3.74,0.11
1998-10-09,1998,282,F1,3.47,0.11
1998-10-09,1998,282,G1,2.92,0.06
1998-10-09,1998,282,H2,4.6,0.02
1998-10-09,1998,282,G2,4.55,0.09
1998-10-09,1998,282,F2,3.34,0.08
1998-10-09,1998,282,H3,1.21,0.1
1998-10-09,1998,282,H4,0.1,0.04
1998-10-09,1998,282,H5,4.67,0.04
1998-10-09,1998,282,G5,4.08,0.36
1998-10-09,1998,282,G4,1.54,0.37
1998-10-09,1998,282,G3,1.19,0.02
1998-10-09,1998,282,F3,2.84,0.28
1998-10-09,1998,282,F4,3.15,0.07
1998-10-09,1998,282,F5,3.45,0.28
1998-10-09,1998,282,E5,4.36,0.09
1998-10-09,1998,282,E4,3.71,0.09
1998-10-09,1998,282,E3,2.17,0.05
1998-10-09,1998,282,E2,2.53,0.05
1998-10-09,1998,282,A1,2.25,0.04
1998-10-09,1998,282,B1,2.59,0.08
1998-10-09,1998,282,C1,2.75,0.1
1998-10-09,1998,282,D1,2.29,0.04
1998-10-09,1998,282,D2,2.7,0.03
1998-10-09,1998,282,C2,2.65,0.12
1998-10-09,1998,282,B2,2.85,0.05
1998-10-09,1998,282,A2,2.5,0.12
1998-10-09,1998,282,A3,1.93,0.13
1998-10-09,1998,282,B3,2.47,0.08
1998-10-09,1998,282,C3,2.91,0.14
1998-10-09,1998,282,D3,2.29,0.06
1998-10-09,1998,282,C4,3.35,0.04
1998-10-09,1998,282,B4,2,0.08
1998-10-09,1998,282,A4,2.3,0.05
1998-10-09,1998,282,A5,2.48,0.05
1998-10-09,1998,282,B5,2.12,0.07
1998-10-09,1998,282,C5,2.04,0.05
1998-10-09,1998,282,D5,2.5,0.05
1998-10-09,1998,282,D4,2.21,0.14
1998-10-16,1998,289,E1,2.56,0.08
1998-10-16,1998,289,H1,3.64,0.11
1998-10-16,1998,289,F1,2.94,0.15
1998-10-16,1998,289,G1,2.8,0.04
1998-10-16,1998,289,H2,4.53,0.02
1998-10-16,1998,289,G2,4.09,0.12
1998-10-16,1998,289,F2,2.97,0.13
1998-10-16,1998,289,H3,1.04,0.05
1998-10-16,1998,289,H4,0.36,0.03
1998-10-16,1998,289,H5,4.3,0.11
1998-10-16,1998,289,G5,3.46,0.37
1998-10-16,1998,289,G4,1.5,0.23
1998-10-16,1998,289,G3,1.11,0.03
1998-10-16,1998,289,F3,2.29,0.25
1998-10-16,1998,289,F4,3.33,0.02
1998-10-16,1998,289,F5,3.21,0.25
1998-10-16,1998,289,E5,4.48,0.1
1998-10-16,1998,289,E4,3.58,0.05
1998-10-16,1998,289,E3,2.02,0.05
1998-10-16,1998,289,E2,2.35,0.02
1998-10-16,1998,289,A1,2.1,0.03
1998-10-16,1998,289,B1,2.22,0.08
1998-10-16,1998,289,C1,2.5,0.07
1998-10-16,1998,289,D1,2.26,0.01
1998-10-16,1998,289,D2,2.19,0.08
1998-10-16,1998,289,C2,2.1,0.1
1998-10-16,1998,289,B2,2.35,0.06
1998-10-16,1998,289,A2,2.48,0.05
1998-10-16,1998,289,A3,2.13,0.06
1998-10-16,1998,289,B3,2.17,0.04
1998-10-16,1998,289,C3,2.24,0.06
1998-10-16,1998,289,D3,1.95,0.06
1998-10-16,1998,289,C4,3.29,0.04
1998-10-16,1998,289,B4,2.29,0.03
1998-10-16,1998,289,A4,2.43,0.04
1998-10-16,1998,289,A5,2.56,0.02
1998-10-16,1998,289,B5,2.16,0.02
1998-10-16,1998,289,C5,2.07,0.08
1998-10-16,1998,289,D5,1.92,0.05
1998-10-16,1998,289,D4,1.59,0.14
1998-10-28,1998,301,E1,1.53,0.07
1998-10-28,1998,301,H1,2.55,0.2
1998-10-28,1998,301,F1,2.74,0.14
1998-10-28,1998,301,G1,2.61,0.03
1998-10-28,1998,301,H2,3.73,0.04
1998-10-28,1998,301,G2,3.56,0.14
1998-10-28,1998,301,F2,2.17,0.13
1998-10-28,1998,301,H3,0.74,0.04
1998-10-28,1998,301,H4,0.21,0.03
1998-10-28,1998,301,H5,3.45,0.05
1998-10-28,1998,301,G5,2.63,0.39
1998-10-28,1998,301,G4,0.96,0.23
1998-10-28,1998,301,G3,0.92,0.02
1998-10-28,1998,301,F3,1.7,0.18
1998-10-28,1998,301,F4,2.14,0.08
1998-10-28,1998,301,F5,2.13,0.28
1998-10-28,1998,301,E5,3.74,0.11
1998-10-28,1998,301,E4,2.58,0.08
1998-10-28,1998,301,E3,1.27,0.04
1998-10-28,1998,301,E2,1.45,0.03
1998-10-28,1998,301,A1,1.07,0.01
1998-10-28,1998,301,B1,1.14,0.02
1998-10-28,1998,301,C1,1.35,0.03
1998-10-28,1998,301,D1,1.46,0.02
1998-10-28,1998,301,D2,1.12,0.02
1998-10-28,1998,301,C2,1.22,0.04
1998-10-28,1998,301,B2,1.35,0.04
1998-10-28,1998,301,A2,1.24,0.04
1998-10-28,1998,301,A3,1.47,0.04
1998-10-28,1998,301,B3,1.41,0.03
1998-10-28,1998,301,C3,1.44,0.03
1998-10-28,1998,301,D3,1.18,0.05
1998-10-28,1998,301,C4,2.12,0.08
1998-10-28,1998,301,B4,1.36,0.02
1998-10-28,1998,301,A4,1.34,0.06
1998-10-28,1998,301,A5,1.41,0.04
1998-10-28,1998,301,B5,0.93,0.03
1998-10-28,1998,301,C5,1.04,0.04
1998-10-28,1998,301,D5,1.14,0.04
1998-10-28,1998,301,D4,1.08,0.02
1998-11-16,1998,320,E1,1.35,0.07
1998-11-16,1998,320,H1,2.39,0.18
1998-11-16,1998,320,F1,2.67,0.11
1998-11-16,1998,320,G1,2.8,0.04
1998-11-16,1998,320,H2,3.54,0.07
1998-11-16,1998,320,G2,3.45,0.16
1998-11-16,1998,320,F2,2.15,0.16
1998-11-16,1998,320,H3,0.92,0.05
1998-11-16,1998,320,H4,0.32,0.02
1998-11-16,1998,320,H5,3.29,0.07
1998-11-16,1998,320,G5,2.35,0.33
1998-11-16,1998,320,G4,1.02,0.17
1998-11-16,1998,320,G3,0.98,0.02
1998-11-16,1998,320,F3,1.53,0.18
1998-11-16,1998,320,F4,2.1,0.04
1998-11-16,1998,320,F5,2.15,0.23
1998-11-16,1998,320,E5,3.44,0.16
1998-11-16,1998,320,E4,2.55,0.06
1998-11-16,1998,320,E3,1.13,0.01
1998-11-16,1998,320,E2,1.41,0.03
1998-11-16,1998,320,A1,0.87,0.03
1998-11-16,1998,320,B1,0.94,0.03
1998-11-16,1998,320,C1,1.07,0.02
1998-11-16,1998,320,D1,1.25,0.02
1998-11-16,1998,320,D2,0.91,0.01
1998-11-16,1998,320,C2,1.09,0.04
1998-11-16,1998,320,B2,0.99,0.01
1998-11-16,1998,320,A2,0.99,0.03
1998-11-16,1998,320,A3,1,0.03
1998-11-16,1998,320,B3,1.13,0.03
1998-11-16,1998,320,C3,1.26,0.02
1998-11-16,1998,320,D3,0.95,0.01
1998-11-16,1998,320,C4,1.93,0.05
1998-11-16,1998,320,B4,0.99,0.01
1998-11-16,1998,320,A4,0.98,0.03
1998-11-16,1998,320,A5,1.05,0.02
1998-11-16,1998,320,B5,0.86,0.01
1998-11-16,1998,320,C5,0.84,0.01
1998-11-16,1998,320,D5,0.91,0.02
1998-11-16,1998,320,D4,0.93,0.02
1999-04-13,1999,103,E1,1.26,0.09
1999-04-13,1999,103,H1,2.21,0.17
1999-04-13,1999,103,F1,2.82,0.1
1999-04-13,1999,103,G1,2.81,0.02
1999-04-13,1999,103,H2,3.39,0.03
1999-04-13,1999,103,G2,3.48,0.12
1999-04-13,1999,103,F2,2.08,0.12
1999-04-13,1999,103,H3,0.83,0.03
